"nuSSU","nuLSU","AbdA","Wg","LR","COI","EF1aF1","EF1aF2","ArgK","CAD","Top1","Ubx","Taxon","Genus","Tribe","Subfamily","Family","NCBI.ID","NCBITaxon","Order","Genus_Richness","SampledProp","Diet","Nesting","Foraging","DietMod","NestingMod","ForagingMod","DietModslashboth","DietModslashlower","DietModslashupper","DietModalllower","DietModallupper","DietModanyplant","DietModonlyplant","ForagingModalllower","ForagingModallupper","ForagingModanycanopy","NestingModalllower","NestingModallupper","NestingModanycanopy","DietModonlypred","DietModanypred","DietModonlyomni","DietModanyomni","ForagingModanyground","NestingModanyground"
"FJ939767","FJ939799","FJ939831","JN134671","JN134566","JN134882","FJ940067","FJ939970","FJ939869","FJ939923","NA","NA","Iridomyrmex_sanguineus","Iridomyrmex","Iridomyrmex","Dolichoderinae","Formicidae","610633","Iridomyrmex_sanguineus","Hymenoptera","Iridomyrmex",0.05,"1","0","0","1","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","1","1","1","1","1"
"NA","DQ353605","DQ352912","DQ353045","DQ353207","DQ353375","NA","NA","NA","NA","NA","NA","Iridomyrmex_spadius","Iridomyrmex","Iridomyrmex","Dolichoderinae","Formicidae","369146","Iridomyrmex_spadius","Hymenoptera","Iridomyrmex",0.05,"1","0","0","1","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","1","1","1","1","1"
"NA","NA","NA","HQ207461","HQ207394","HQ207334","NA","NA","HQ207266","NA","NA","NA","Leptomyrmex_burwelli","Leptomyrmex","Leptomyrmex","Dolichoderinae","Formicidae","985785","Leptomyrmex_burwelli","Hymenoptera","Leptomyrmex",0.82,"1","0","0","1","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","1","1","1","1","1"
"NA","NA","NA","HQ207465","HQ207398","HQ207338","NA","NA","HQ207271","NA","NA","NA","Leptomyrmex_cnemidatus","Leptomyrmex","Leptomyrmex","Dolichoderinae","Formicidae","985786","Leptomyrmex_cnemidatus","Hymenoptera","Leptomyrmex",0.82,"1","0","0","1","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","1","1","1","1","1"
"NA","NA","NA","HQ207467","HQ207400","HQ207340","NA","NA","HQ207273","NA","NA","NA","Leptomyrmex_darlingtoni","Leptomyrmex","Leptomyrmex","Dolichoderinae","Formicidae","611112","Leptomyrmex_darlingtoni","Hymenoptera","Leptomyrmex",0.82,"1","0","0","1","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","1","1","1","1","1"
"KU215799","KU215804","KU215809","HQ207468","HQ207401","HQ207341","KU215825","KU215830","NA","KU215815","NA","NA","Leptomyrmex_dolichoscapus","Leptomyrmex","Leptomyrmex","Dolichoderinae","Formicidae","985787","Leptomyrmex_dolichoscapus","Hymenoptera","Leptomyrmex",0.82,"1","0","0","1","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","1","1","1","1","1"
"AY703494","AY703561","AY703695","KR829182","KR829555","HQ207346","EF013275","EF013437","HQ207277","FJ939925","KR830802","KR830593","Leptomyrmex_erythrocephalus","Leptomyrmex","Leptomyrmex","Dolichoderinae","Formicidae","292136","Leptomyrmex_erythrocephalus","Hymenoptera","Leptomyrmex",0.82,"1","0","0","1","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","1","1","1","1","1"
"NA","NA","NA","HQ207475","HQ207408","HQ207347","NA","NA","NA","NA","NA","NA","Leptomyrmex_flavitarsus","Leptomyrmex","Leptomyrmex","Dolichoderinae","Formicidae","611124","Leptomyrmex_flavitarsus","Hymenoptera","Leptomyrmex",0.82,"1","0","0","1","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","1","1","1","1","1"
"NA","NA","NA","HQ207479","HQ207412","HQ207350","NA","NA","HQ207283","NA","NA","NA","Leptomyrmex_fragilis","Leptomyrmex","Leptomyrmex","Dolichoderinae","Formicidae","611125","Leptomyrmex_fragilis","Hymenoptera","Leptomyrmex",0.82,"1","0","0","1","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","1","1","1","1","1"
"NA","NA","NA","HQ207480","HQ207413","HQ207351","NA","NA","HQ207286","NA","NA","NA","Leptomyrmex_garretti","Leptomyrmex","Leptomyrmex","Dolichoderinae","Formicidae","985788","Leptomyrmex_garretti","Hymenoptera","Leptomyrmex",0.82,"1","0","0","1","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","1","1","1","1","1"
"KU215800","KU215805","KU215810","HQ207482","HQ207415","HQ207352","KU215826","KU215831","HQ207288","KU215816","NA","NA","Leptomyrmex_geniculatus","Leptomyrmex","Leptomyrmex","Dolichoderinae","Formicidae","985789","Leptomyrmex_geniculatus","Hymenoptera","Leptomyrmex",0.82,"1","0","0","1","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","1","1","1","1","1"
"NA","NA","NA","HQ207486","HQ207419","HQ207354","NA","NA","HQ207291","NA","NA","NA","Leptomyrmex_mjobergi","Leptomyrmex","Leptomyrmex","Dolichoderinae","Formicidae","611131","Leptomyrmex_mjobergi","Hymenoptera","Leptomyrmex",0.82,"1","0","0","1","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","1","1","1","1","1"
"NA","NA","NA","HQ207488","HQ207421","HQ207356","NA","NA","HQ207294","NA","NA","NA","Leptomyrmex_niger","Leptomyrmex","Leptomyrmex","Dolichoderinae","Formicidae","611132","Leptomyrmex_niger","Hymenoptera","Leptomyrmex",0.82,"1","0","0","1","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","1","1","1","1","1"
"NA","NA","NA","HQ207489","HQ207422","HQ207357","NA","NA","HQ207295","NA","NA","NA","Leptomyrmex_nigriceps","Leptomyrmex","Leptomyrmex","Dolichoderinae","Formicidae","985790","Leptomyrmex_nigriceps","Hymenoptera","Leptomyrmex",0.82,"1","0","0","1","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","1","1","1","1","1"
"NA","NA","NA","HQ207492","HQ207425","HQ207359","NA","NA","HQ207296","NA","NA","NA","Leptomyrmex_nigriventris","Leptomyrmex","Leptomyrmex","Dolichoderinae","Formicidae","611133","Leptomyrmex_nigriventris","Hymenoptera","Leptomyrmex",0.82,"1","0","0","1","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","1","1","1","1","1"
"NA","NA","NA","HQ207495","HQ207428","HQ207361","NA","NA","NA","NA","NA","NA","Leptomyrmex_pallens","Leptomyrmex","Leptomyrmex","Dolichoderinae","Formicidae","611136","Leptomyrmex_pallens","Hymenoptera","Leptomyrmex",0.82,"1","0","0","1","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","1","1","1","1","1"
"NA","NA","NA","HQ207498","HQ207431","HQ207365","NA","NA","HQ207303","NA","NA","NA","Leptomyrmex_puberulus","Leptomyrmex","Leptomyrmex","Dolichoderinae","Formicidae","611139","Leptomyrmex_puberulus","Hymenoptera","Leptomyrmex",0.82,"1","0","0","1","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","1","1","1","1","1"
"NA","NA","NA","HQ207502","HQ207435","HQ207369","NA","NA","HQ207308","NA","NA","NA","Leptomyrmex_rothneyi","Leptomyrmex","Leptomyrmex","Dolichoderinae","Formicidae","985791","Leptomyrmex_rothneyi","Hymenoptera","Leptomyrmex",0.82,"1","0","0","1","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","1","1","1","1","1"
"NA","NA","NA","HQ207505","HQ207438","HQ207371","NA","NA","HQ207311","NA","NA","NA","Leptomyrmex_ruficeps","Leptomyrmex","Leptomyrmex","Dolichoderinae","Formicidae","985792","Leptomyrmex_ruficeps","Hymenoptera","Leptomyrmex",0.82,"1","0","0","1","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","1","1","1","1","1"
"NA","NA","NA","HQ207511","HQ207444","HQ207376","NA","NA","HQ207315","NA","NA","NA","Leptomyrmex_rufipes","Leptomyrmex","Leptomyrmex","Dolichoderinae","Formicidae","985793","Leptomyrmex_rufipes","Hymenoptera","Leptomyrmex",0.82,"1","0","0","1","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","1","1","1","1","1"
"KU215801","KU215806","KU215811","HQ207513","HQ207446","HQ207378","KU215827","KU215832","HQ207319","KU215817","NA","NA","Leptomyrmex_rufithorax","Leptomyrmex","Leptomyrmex","Dolichoderinae","Formicidae","985794","Leptomyrmex_rufithorax","Hymenoptera","Leptomyrmex",0.82,"1","0","0","1","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","1","1","1","1","1"
"NA","NA","NA","HQ207517","HQ207450","HQ207382","NA","NA","HQ207323","NA","NA","NA","Leptomyrmex_tibialis","Leptomyrmex","Leptomyrmex","Dolichoderinae","Formicidae","985795","Leptomyrmex_tibialis","Hymenoptera","Leptomyrmex",0.82,"1","0","0","1","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","1","1","1","1","1"
"KU215802","KU215807","KU215812","HQ207519","HQ207452","HQ207384","KU215828","KU215833","HQ207325","KU215818","NA","NA","Leptomyrmex_unicolor","Leptomyrmex","Leptomyrmex","Dolichoderinae","Formicidae","55082","Leptomyrmex_unicolor","Hymenoptera","Leptomyrmex",0.82,"1","0","0","1","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","1","1","1","1","1"
"NA","NA","NA","HQ207521","HQ207454","HQ207386","NA","NA","HQ207327","NA","NA","NA","Leptomyrmex_varians","Leptomyrmex","Leptomyrmex","Dolichoderinae","Formicidae","611140","Leptomyrmex_varians","Hymenoptera","Leptomyrmex",0.82,"1","0","0","1","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","1","1","1","1","1"
"NA","NA","NA","HQ207525","HQ207458","HQ207388","NA","NA","HQ207328","NA","NA","NA","Leptomyrmex_wiburdi","Leptomyrmex","Leptomyrmex","Dolichoderinae","Formicidae","611147","Leptomyrmex_wiburdi","Hymenoptera","Leptomyrmex",0.82,"1","0","0","1","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","1","1","1","1","1"
"NA","NA","NA","NA","NA","FJ161710","NA","NA","NA","NA","NA","NA","Linepithema_anathema","Linepithema","Linepithema","Dolichoderinae","Formicidae","561533","Linepithema_anathema","Hymenoptera","Linepithema",0.8,"1","0&1","0&1","1","0&1","0&1","1","1","1","1","1","1","0","0","1","1","0","1","1","0","1","1","1","1","1"
"NA","NA","NA","NA","NA","FJ161712","NA","NA","NA","NA","NA","NA","Linepithema_angulatum","Linepithema","Linepithema","Dolichoderinae","Formicidae","561534","Linepithema_angulatum","Hymenoptera","Linepithema",0.8,"1","0&1","0&1","1","0&1","0&1","1","1","1","1","1","1","0","0","1","1","0","1","1","0","1","1","1","1","1"
"NA","NA","NA","NA","NA","FJ161713","NA","NA","NA","NA","NA","NA","Linepithema_aztecoides","Linepithema","Linepithema","Dolichoderinae","Formicidae","561535","Linepithema_aztecoides","Hymenoptera","Linepithema",0.8,"1","0&1","0&1","1","0&1","0&1","1","1","1","1","1","1","0","0","1","1","0","1","1","0","1","1","1","1","1"
"NA","NA","NA","NA","NA","FJ161715","NA","NA","NA","NA","NA","NA","Linepithema_cerradense","Linepithema","Linepithema","Dolichoderinae","Formicidae","561536","Linepithema_cerradense","Hymenoptera","Linepithema",0.8,"1","0&1","0&1","1","0&1","0&1","1","1","1","1","1","1","0","0","1","1","0","1","1","0","1","1","1","1","1"
"NA","NA","NA","NA","NA","FJ161716","NA","NA","NA","NA","NA","NA","Linepithema_cryptobioticum","Linepithema","Linepithema","Dolichoderinae","Formicidae","561537","Linepithema_cryptobioticum","Hymenoptera","Linepithema",0.8,"1","0&1","0&1","1","0&1","0&1","1","1","1","1","1","1","0","0","1","1","0","1","1","0","1","1","1","1","1"
"NA","NA","NA","NA","NA","FJ161720","NA","NA","NA","NA","NA","NA","Linepithema_dispertitum","Linepithema","Linepithema","Dolichoderinae","Formicidae","561538","Linepithema_dispertitum","Hymenoptera","Linepithema",0.8,"1","0&1","0&1","1","0&1","0&1","1","1","1","1","1","1","0","0","1","1","0","1","1","0","1","1","1","1","1"
"NA","NA","NA","NA","NA","FJ161725","NA","NA","NA","NA","NA","NA","Linepithema_gallardoi","Linepithema","Linepithema","Dolichoderinae","Formicidae","561539","Linepithema_gallardoi","Hymenoptera","Linepithema",0.8,"1","0&1","0&1","1","0&1","0&1","1","1","1","1","1","1","0","0","1","1","0","1","1","0","1","1","1","1","1"
"EF012875","EF013003","AY525327","NA","EF013583","AY233690","EF013277","EF013439","FJ939872","FJ939926","NA","NA","Linepithema_humile","Linepithema","Linepithema","Dolichoderinae","Formicidae","83485","Linepithema_humile","Hymenoptera","Linepithema",0.8,"1","0&1","0&1","1","0&1","0&1","1","1","1","1","1","1","0","0","1","1","0","1","1","0","1","1","1","1","1"
"NA","NA","NA","NA","NA","FJ161733","NA","NA","NA","NA","NA","NA","Linepithema_iniquum","Linepithema","Linepithema","Dolichoderinae","Formicidae","561540","Linepithema_iniquum","Hymenoptera","Linepithema",0.8,"1","0&1","0&1","1","0&1","0&1","1","1","1","1","1","1","0","0","1","1","0","1","1","0","1","1","1","1","1"
"FJ939768","FJ939800","DQ352962","NA","FJ940003","DQ353324","FJ940068","FJ939971","FJ939873","FJ939927","NA","NA","Linepithema_keiteli","Linepithema","Linepithema","Dolichoderinae","Formicidae","369155","Linepithema_keiteli","Hymenoptera","Linepithema",0.8,"1","0&1","0&1","1","0&1","0&1","1","1","1","1","1","1","0","0","1","1","0","1","1","0","1","1","1","1","1"
"NA","NA","NA","NA","NA","FJ161742","NA","NA","NA","NA","NA","NA","Linepithema_micans","Linepithema","Linepithema","Dolichoderinae","Formicidae","561541","Linepithema_micans","Hymenoptera","Linepithema",0.8,"1","0&1","0&1","1","0&1","0&1","1","1","1","1","1","1","0","0","1","1","0","1","1","0","1","1","1","1","1"
"NA","NA","NA","NA","NA","FJ161745","NA","NA","NA","NA","NA","NA","Linepithema_neotropicum","Linepithema","Linepithema","Dolichoderinae","Formicidae","561542","Linepithema_neotropicum","Hymenoptera","Linepithema",0.8,"1","0&1","0&1","1","0&1","0&1","1","1","1","1","1","1","0","0","1","1","0","1","1","0","1","1","1","1","1"
"NA","NA","NA","NA","NA","FJ161746","NA","NA","NA","NA","NA","NA","Linepithema_oblongum","Linepithema","Linepithema","Dolichoderinae","Formicidae","561543","Linepithema_oblongum","Hymenoptera","Linepithema",0.8,"1","0&1","0&1","1","0&1","0&1","1","1","1","1","1","1","0","0","1","1","0","1","1","0","1","1","1","1","1"
"NA","NA","NA","NA","NA","FJ161750","NA","NA","NA","NA","NA","NA","Linepithema_piliferum","Linepithema","Linepithema","Dolichoderinae","Formicidae","561544","Linepithema_piliferum","Hymenoptera","Linepithema",0.8,"1","0&1","0&1","1","0&1","0&1","1","1","1","1","1","1","0","0","1","1","0","1","1","0","1","1","1","1","1"
"NA","NA","NA","NA","NA","FJ161751","NA","NA","NA","NA","NA","NA","Linepithema_pulex","Linepithema","Linepithema","Dolichoderinae","Formicidae","561545","Linepithema_pulex","Hymenoptera","Linepithema",0.8,"1","0&1","0&1","1","0&1","0&1","1","1","1","1","1","1","0","0","1","1","0","1","1","0","1","1","1","1","1"
"NA","NA","NA","NA","NA","FJ161754","NA","NA","NA","NA","NA","NA","Linepithema_tsachila","Linepithema","Linepithema","Dolichoderinae","Formicidae","561546","Linepithema_tsachila","Hymenoptera","Linepithema",0.8,"1","0&1","0&1","1","0&1","0&1","1","1","1","1","1","1","0","0","1","1","0","1","1","0","1","1","1","1","1"
"EF012876","EF013004","EF013132","EF013712","EF013584","NA","EF013278","EF013440","FJ939874","FJ939928","NA","NA","Liometopum_apiculatum","Liometopum","Liometopum","Dolichoderinae","Formicidae","411758","Liometopum_apiculatum","Hymenoptera","Liometopum",0.43,"1","0&1","0&1","1","0&1","0&1","1","1","1","1","1","1","0","0","1","1","0","1","1","0","1","1","1","1","1"
"NA","DQ353590","DQ352946","DQ353072","DQ353165","DQ353394","NA","NA","NA","NA","NA","NA","Liometopum_luctuosum","Liometopum","Liometopum","Dolichoderinae","Formicidae","369156","Liometopum_luctuosum","Hymenoptera","Liometopum",0.43,"1","0&1","0&1","1","0&1","0&1","1","1","1","1","1","1","0","0","1","1","0","1","1","0","1","1","1","1","1"
"AY867449","AY867465","AY867481","KR829183","KR829556","NA","EF013279","EF013441","FJ939875","FJ939929","KR830803","KR830594","Liometopum_occidentale","Liometopum","Liometopum","Dolichoderinae","Formicidae","121509","Liometopum_occidentale","Hymenoptera","Liometopum",0.43,"1","0&1","0&1","1","0&1","0&1","1","1","1","1","1","1","0","0","1","1","0","1","1","0","1","1","1","1","1"
"FJ939769","FJ939801","FJ939833","FJ940037","FJ940004","NA","FJ940069","FJ939972","FJ939876","FJ939930","NA","NA","Loweriella_boltoni","Loweriella","Loweriella","Dolichoderinae","Formicidae","611217","Loweriella_boltoni","Hymenoptera","Loweriella",1,"1","0","0","1","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","1","1","1","1","1"
"FJ939770","FJ939802","FJ939834","FJ940038","FJ940005","NA","FJ940070","FJ939973","FJ939879","FJ939933","NA","NA","Nebothriomyrmex_majeri","Nebothriomyrmex","Nebothriomyrmex","Dolichoderinae","Formicidae","613204","Nebothriomyrmex_majeri","Hymenoptera","Nebothriomyrmex",1,"1","0","0","1","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","1","1","1","1","1"
"NA","DQ353588","DQ352948","DQ353058","NA","DQ353333","NA","NA","NA","NA","NA","NA","Ochetellus_glaber","Ochetellus","Ochetellus","Dolichoderinae","Formicidae","255795","Ochetellus_glaber","Hymenoptera","Ochetellus",0.14,"1","0","0&1","1","0","0&1","1","1","1","1","1","1","0","0","1","1","0","0","0","0","1","1","1","1","1"
"EF012905","EF013033","DQ352881","NA","EF013613","DQ353348","EF013314","EF013476","FJ939882","FJ939936","NA","NA","Papyrius_nitidus","Papyrius","Papyrius","Dolichoderinae","Formicidae","369196","Papyrius_nitidus","Hymenoptera","Papyrius",0.5,"0","0&1","0&1","0","0&1","0&1","0","0","0","0","0","1","1","0","1","1","0","1","1","0","0","0","0","1","1"
"EF012910","EF013038","DQ352875","DQ353068","EF013618","DQ353313","EF013320","EF013482","FJ939883","FJ939937","NA","NA","Philidris_cordata","Philidris","Philidris","Dolichoderinae","Formicidae","615721","Philidris_cordata","Hymenoptera","Philidris",0.11,"1","0&1","0&1","1","0&1","0&1","1","1","1","1","1","1","0","0","1","1","0","1","1","0","1","1","1","1","1"
"NA","NA","NA","NA","NA","GU388394","NA","NA","NA","NA","NA","NA","Tapinoma_erraticum","Tapinoma","Tapinoma","Dolichoderinae","Formicidae","219811","Tapinoma_erraticum","Hymenoptera","Tapinoma",0.09,"1","0&1","0&1","1","0&1","0&1","1","1","1","1","1","1","0","0","1","1","0","1","1","0","1","1","1","1","1"
"FJ939774","FJ939806","FJ939838","KM579349","KM597399","KC685064","FJ940074","FJ939977","FJ939887","FJ939941","NA","NA","Tapinoma_melanocephalum","Tapinoma","Tapinoma","Dolichoderinae","Formicidae","219810","Tapinoma_melanocephalum","Hymenoptera","Tapinoma",0.09,"1","0&1","0&1","1","0&1","0&1","1","1","1","1","1","1","0","0","1","1","0","1","1","0","1","1","1","1","1"
"NA","NA","HE963096","HE963099","HE963102","NA","NA","NA","NA","NA","NA","NA","Tapinoma_nigerrimum","Tapinoma","Tapinoma","Dolichoderinae","Formicidae","81627","Tapinoma_nigerrimum","Hymenoptera","Tapinoma",0.09,"1","0&1","0&1","1","0&1","0&1","1","1","1","1","1","1","0","0","1","1","0","1","1","0","1","1","1","1","1"
"NA","DQ353612","DQ352868","DQ353067","DQ353214","DQ353340","NA","NA","NA","NA","NA","NA","Tapinoma_opacum","Tapinoma","Tapinoma","Dolichoderinae","Formicidae","369237","Tapinoma_opacum","Hymenoptera","Tapinoma",0.09,"1","0&1","0&1","1","0&1","0&1","1","1","1","1","1","1","0","0","1","1","0","1","1","0","1","1","1","1","1"
"EF012938","EF013066","EF013194","NA","EF013646","FJ161757","EF013353","EF013515","FJ939888","FJ939942","NA","NA","Tapinoma_sessile","Tapinoma","Tapinoma","Dolichoderinae","Formicidae","29039","Tapinoma_sessile","Hymenoptera","Tapinoma",0.09,"1","0&1","0&1","1","0&1","0&1","1","1","1","1","1","1","0","0","1","1","0","1","1","0","1","1","1","1","1"
"NA","NA","NA","KM579351","KM597401","GU709723","NA","NA","NA","NA","NA","NA","Tapinoma_subtile","Tapinoma","Tapinoma","Dolichoderinae","Formicidae","628074","Tapinoma_subtile","Hymenoptera","Tapinoma",0.09,"1","0&1","0&1","1","0&1","0&1","1","1","1","1","1","1","0","0","1","1","0","1","1","0","1","1","1","1","1"
"FJ939745","FJ939777","FJ939809","KM579134","KM597244","NA","FJ940045","FJ939948","FJ939843","FJ939897","NA","NA","Aptinoma_antongil","Aptinoma","Tapinomini","Dolichoderinae","Formicidae","708225","Aptinoma_antongil","Hymenoptera","Aptinoma",1,"1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","0","0"
"FJ939746","FJ939778","FJ939810","FJ940014","FJ939981","NA","FJ940046","FJ939949","FJ939844","FJ939898","NA","NA","Aptinoma_mangabe","Aptinoma","Tapinomini","Dolichoderinae","Formicidae","708226","Aptinoma_mangabe","Hymenoptera","Aptinoma",1,"1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","0","0"
